,polarity,date,tweet,tweet_processed,tweet_processed2
776,negatif,,"Combien de soit disant privilégiés de la #RATP et de la #SNCF vont réveillonner chez Fauchon ? pour 2 grévistes, compter 540 €. Plus #LREM et BFREM l'ouvrent, plus je suis motivé pour manifester. #greve #reformedesretraites #Retraites",combien disant privilégiés ratp sncf vont réveillonner chez fauchon grévistes compter 540 plus lrem bfrem ouvrent plus motivé manifester greve reformedesretraites retraites,combien dire privilégier ratp sncf aller réveillonner chez fauchon gréviste compter 540 plaire lrem bfrem ouvrir plaire motiver manifester greve reformedesretraites retraiter
777,positif,,Universalité vs Spécificités À qui le tour ? #reformedesretraites #greve30decembre #Retraites #OperaDeParis,universalité vs spécificités tour reformedesretraites greve30decembre retraites operadeparis,universalité vs spécificité tour reformedesretraites greve30decembre retraiter operadeparis
778,negatif,,"Si #melenchon savait ce qui allait se passer , dîtes moi que pense #melenchon des #gopes ? il a voté ""OUI"" en 2005 au referendum #EUROPÉEN donc pour les fameuses directives européennes sur l'austérité #GOPES ... dont la #reformedesretraites #reformechômage @UPR_Asselineau",si melenchon savait allait passer dîtes pense melenchon gopes voté oui 2005 referendum européen donc fameuses directives européennes austérité gopes dont reformedesretraites reformechômage,si melenchon savoir aller prendre dire penser melenchon gopes voter oui 2005 referendum européen donc fameux directive européen austérité gopes dont reformedesretraites reformechômage
779,positif,,"Emmanuel #Macron demande à #ayanakamura d'expliquer la #reformedesretraites aux plus jeunes. #AyaNakamura est plus con qu un balai sans manche elle va leur parler aux ""djeunes"",dans leurs mots ils vont tout de suite comprendre si si si si... ",emmanuel macron demande ayanakamura expliquer reformedesretraites plus jeunes ayanakamura plus con balai sans manche va parler djeunes leurs mots vont tout suite comprendre si si si si,emmanuel macron demander ayanakamura expliquer reformedesretraites plaire jeune ayanakamura plaire con balai sans manche aller parler djeunes leur mot aller tout suite comprendre si si si si
780,positif,,Nous pouvons toujours discuter des chiffres mais les ordres de grandeurs ne sont pas faux. #ReformeRetraite #reformedesretraites,pouvons toujours discuter chiffres ordres grandeurs faux reformeretraite reformedesretraites,pouvoir toujours discuter chiffrer ordre grandeur faillir reformeretraite reformedesretraites
781,negatif,,Pour me faire un avis je voulais demander à un collègue cheminot ce qu'il pensait de ses conditions de travail mais il est déjà à la retraite. #greve30decembre #SNCF #RATP #reformedesretraites,faire avis voulais demander collègue cheminot pensait conditions travail déjà retraite greve30decembre sncf ratp reformedesretraites,faire avis vouloir demander collègue cheminot penser condition travail déjà retraiter greve30decembre sncf ratp reformedesretraites
782,positif,,"[#RetraitePourTous ] Ce qui guide notre société, c’est aussi cette aspiration à l’universel. C’est-à-dire la recherche d’un idéal qui ne se défausse jamais des difficultés du réel. @J_Denormandie #greve29decembre #reformedesretraites via @Le_Figaro #Retraites",retraitepourtous guide société aussi cette aspiration universel dire recherche idéal défausse jamais difficultés réel greve29decembre reformedesretraites via retraites,retraitepourtous guider société aussi ce aspiration universel dire rechercher idéal défausser jamais difficulté réel greve29decembre reformedesretraites via retraiter
783,negatif,,#reformedesretraites à la #Macron: les danseurs-ses de l'#OperaDeParis envoient valser les propositions du gouvernement des comiques,reformedesretraites macron danseurs operadeparis envoient valser propositions gouvernement comiques,reformedesretraites macron danseur operadeparis envoyer valser proposition gouvernement comique
784,positif,,"L’année 2019, aura été celle des #ViolencesPolicieres et d’un recul démocratique #reformedesretraites Sous l’ère de #Jupiter les étoiles ne brillent plus. Les #VoeuxMacron2020 ne seront que de l’enfumage.",année 2019 celle violencespolicieres recul démocratique reformedesretraites sous ère jupiter étoiles brillent plus voeuxmacron2020 enfumage,année 2019 celui violencespolicieres recul démocratique reformedesretraites sou ère jupiter étoiler briller plaire voeuxmacron2020 enfumage
785,positif,,"""je vais passer ma #reformedesretraites, et je vous emmerde les gueux"".. #VoeuxMacron2020 #BoycottVoeuxMacron2020 #macron #greve #MacronDemission #MacronDestitution",vais passer reformedesretraites emmerde gueux voeuxmacron2020 boycottvoeuxmacron2020 macron greve macrondemission macrondestitution,aller prendre reformedesretraites emmerder gueux voeuxmacron2020 boycottvoeuxmacron2020 macron greve macrondemission macrondestitution
786,negatif,,"On tient l' #EDL de la #Macronie et du gvt #Macron sous forme de #teaser à la mode #startup : #Apaisement Et tous les #medias de nous le servir en boucle jusqu'au jour J et après #VoeuxMacron2020... Une façon de nous le faire ingurgiter,Nous pauvres naïfs #reformedesretraites",tient edl macronie gvt macron sous forme teaser mode startup apaisement tous medias servir boucle jusqu jour après voeuxmacron2020 façon faire ingurgiter pauvres naïfs reformedesretraites,tenir edl macronie gvt macron sou former teaser mode startup apaisement tout media servir boucler jusqu jour après voeuxmacron2020 façon faire ingurgiter pauvre naïve reformedesretraites
787,negatif,,Il annonce le retrait de la #reformedesretraites,annonce retrait reformedesretraites,annoncer retraire reformedesretraites
788,negatif,,"Merci infiniment d'avoir fait ce tweet @marylinepoulain. Très important de diffuser ce message de Monsieur Pierre Caillaud-Croizat contre cette #réformedesretraites. Et @JulienBargeton est ainsi remis à sa juste place, celle d'un #bouffon ! ",merci infiniment avoir fait tweet très important diffuser message monsieur pierre caillaud croizat contre cette réformedesretraites ainsi remis juste place celle bouffon,merci infiniment avoir faire tweet très importer diffuser message monsieur pierre caillaud croizat contrer ce réformedesretraites ainsi remettre juste placer celui bouffon
789,negatif,,#RETRAITES : REFUSER CE CHANGEMENT DE SOCIÉTÉ #Reformedesretraites #Macron #France #greve29decembre #grevereconductible #grevegenerale https://youtu.be/dbDf09bS1sw via @YouTube,retraites refuser changement société reformedesretraites macron france greve29decembre grevereconductible grevegenerale via,retraiter refuser changement société reformedesretraites macron france greve29decembre grevereconductible grevegenerale via
790,negatif,,Un éclairage sur les vraies motivations de la #reformedesretraites : baisser la dette #greve29decembre #GiletsJaunes #GILETS_JAUNES Pire que la dette publique! La dette cachée que Macron dissimule aux Français https://fl24.net/2019/12/21/pire-que-la-dette-publique-la-dette-cachee-que-macron-dissimule-aux-francais/ via @FL24.net,éclairage vraies motivations reformedesretraites baisser dette greve29decembre giletsjaunes gilets_jaunes pire dette publique dette cachée macron dissimule français via,éclairage vrai motivation reformedesretraites baisser dette greve29decembre giletsjaunes gilets_jaunes pire dette public dette cacher macron dissimuler français via
791,negatif,,@ArianeGrammat excusez-moi ... Vous avez vraiment vomi ce tweet ?? --------&gt; #cheminots #RegimesSpeciaux #EdouardPhillippe #macron #GiletsJaunes #reformedesretraites #LaREM #SNCF @SNCF,excusez vraiment vomi tweet gt cheminots regimesspeciaux edouardphillippe macron giletsjaunes reformedesretraites larem sncf,excuser vraiment vomir tweet gt cheminot regimesspeciaux edouardphillippe macron giletsjaunes reformedesretraites larem sncf
792,positif,,Et un privilège de plus ! Les conducteurs de train rentrent chez eux avec une motrice de fonction. Vite une réforme. #sncf #reformedesretraites #cheminots #greve,privilège plus conducteurs train rentrent chez motrice fonction vite réforme sncf reformedesretraites cheminots greve,privilège plaire conducteur train rentrer chez moteur fonction vite réformer sncf reformedesretraites cheminot greve
793,positif,,"@France2tv en flagrant délit de manipulation, qui au jt de 20h veut faire croire que les danseurs de l'opéra et les enseignants auraient reçus d'importantes concessions. #reformedesretraites",flagrant délit manipulation jt 20h veut faire croire danseurs opéra enseignants reçus importantes concessions reformedesretraites,flagrant délit manipulation jt 20h vouloir faire croire danseur opérer enseignant reçu important concession reformedesretraites
794,negatif,,"#greve30decembre #reformedesretraites Cette majorité #LREM ne recule devant aucun mensonge, manipulation #FakeNews ! Honte à eux! Restons uni-e-s et solidaires face à ces malfaisants!",greve30decembre reformedesretraites cette majorité lrem recule devant aucun mensonge manipulation fakenews honte restons uni solidaires face malfaisants,greve30decembre reformedesretraites ce majorité lrem reculer devoir aucun mensonge manipulation fakenews honte rester unir solidaire face malfaisant
795,positif,,"Les danseurs de l'#Opera partent à 42 ans du fait de la pénibilité du métier Le gouv leur a fait une concession mais ils refusent d""être la génération qui aura sacrifié les suivantes"" Toujours des concessions Exigeons le retrait de la #reformedesretraites https://m.huffingtonpost.fr/amp/entry/retraites-danseurs-opera-de-paris-reponse_fr_5e07e669e4b0843d36071a5a/?ncid=fcbklnkfrhpmg00000001&amp;__twitter_impression=true",danseurs opera partent 42 ans fait pénibilité métier gouv fait concession refusent être génération sacrifié suivantes toujours concessions exigeons retrait reformedesretraites,danseur opera partir 42 an faire pénibilité métier gouv faire concession refuser être génération sacrifier suivant toujours concession exiger retraire reformedesretraites
796,positif,,"A défaut d’avoir la grandeur, le leadership d’un vrai meneur que se doit d’être un président, #macron se cache pour ne pas voir la réalité, il pense que sa seule stratégie de passer en force est la bonne. #GiletsJaunes #reformedesretraites #CGT #CGTCheminots",défaut avoir grandeur leadership vrai meneur doit être président macron cache voir réalité pense seule stratégie passer force bonne giletsjaunes reformedesretraites cgt cgtcheminots,défaut avoir grandeur leadership vrai meneur devoir être présider macron cacher voir réalité penser seul stratégie prendre forcer bon giletsjaunes reformedesretraites cgt cgtcheminots
797,negatif,,20 à 50 personnes #BoycottVoeuxMacron2020 #boycottBFMTV #GiletsJaunes #GreveGenerale #ReformedesRetraites #RadioLondres STOP #BFMTV #lci #tf1 #france2 #france3 #cnews faisons chuter les audiences ! STOP ! Partagez ! STOP ! FIN !,20 50 personnes boycottvoeuxmacron2020 boycottbfmtv giletsjaunes grevegenerale reformedesretraites radiolondres stop bfmtv lci tf1 france2 france3 cnews faisons chuter audiences stop partagez stop fin,20 50 personne boycottvoeuxmacron2020 boycottbfmtv giletsjaunes grevegenerale reformedesretraites radiolondres stop bfmtv lci tf1 france2 france3 cnews faire chuter audience stop partager stop fin
798,negatif,,Tous ensemble Contre la #réformedesretraites Soyons #créatifs et #déterminés https://www.lamarseillaise-encommun.org/2019/12/29/nous-ne-pouvons-pas-etre-la-generation-qui-aura-sacrifie-les-suivantes/,tous ensemble contre réformedesretraites créatifs déterminés,tout ensemble contrer réformedesretraites créatif déterminer
799,negatif,,Le Président @EmmanuelMacron doit profiter de l'occasion des rituels #VœuxPrésidentiels pour reprendre en main le dossier de la #reformedesretraites. De toute évidence @EPhilippePM et son gouvernement ont échoué et ont provoqué la colère d'une majorité de Français. @ElyseeInfos,président doit profiter occasion rituels vœuxprésidentiels reprendre main dossier reformedesretraites toute évidence gouvernement échoué provoqué colère majorité français,présider devoir profiter occasion rituel vœuxprésidentiels reprendre main dossier reformedesretraites tout évidence gouvernement échouer provoquer colère majorité français
800,negatif,," @RoyalSegolene, sur la #RéformeDesRetraites : ""Le gouvernement ne ferait jamais un référendum : il aurait un vote sanction assez violent je pense. En revanche, ce qui est choquant, c'est le déficit de processus démocratique"". #EnTouteFranchise avec @Acarrouer.",réformedesretraites gouvernement ferait jamais référendum vote sanction assez violent pense revanche choquant déficit processus démocratique entoutefranchise,réformedesretraites gouvernement faire jamais référendum voter sanction assez violer penser revanche choquer déficit processus démocratique entoutefranchise
801,negatif,,Une boulette de plus de #LREM en direct. Les députés sont ni plus ni moins des aboyeurs qui ne font que répéter de manière robotique les éléments de langages soufflés plus haut. Tu poses n’importe quelle question tu auras la même réponse :) #reformedesretraites #GiletsJaunes #CGT,boulette plus lrem direct députés ni plus ni moins aboyeurs font répéter manière robotique éléments langages soufflés plus haut poses importe quelle question réponse reformedesretraites giletsjaunes cgt,boulette plaire lrem direct députer ni plaire ni moins aboyeur faire répéter manière robotique élément langage souffler plaire haut poser importer quel question réponse reformedesretraites giletsjaunes cgt
802,negatif,,l'Humanité demain lundi 30 décembre 2019 chez les marchands de journaux et dès ce soir 21h30 sur ordinateur https://humanite.aboshop.fr/#/ tablettes et smartphones avec nos applis IOS https://apple.co/2xRmrkm et Android http://bit.ly/2D7IzVZ #retraites #reformedesretraites,humanité demain lundi 30 décembre 2019 chez marchands journaux dès soir 21h30 ordinateur tablettes smartphones applis ios android retraites reformedesretraites,humanité demain lundi 30 décembre 2019 chez marchand journal dès soir 21h30 ordinateur tablette smartphones applis ios android retraiter reformedesretraites
803,negatif,,Il n'y aura plus de question de carrière complète. Chouette @OlgaGivernet C'est tout ce que la macronie a sous la main comme clown cette semaine ? #reformedesretraites,plus question carrière complète chouette tout macronie sous main comme clown cette semaine reformedesretraites,plaire question carrière compléter chouette tout macronie sou main comme clown ce semaine reformedesretraites
804,negatif,,"Retraites : le conflit s'enlise, les vœux d' @EmmanuelMacron très attendus mardi soir #greve #reformedesretraites #VoeuxMacron2020 https://oran.ge/2QsKqx3",retraites conflit enlise vœux très attendus mardi soir greve reformedesretraites voeuxmacron2020,retraiter conflit enliser vœux très attendu mardi soir greve reformedesretraites voeuxmacron2020
805,negatif,," @RoyalSegolene, sur la #RéformeDesRetraites : ""Les gens voient bien que le gouvernement, uniquement pas ego et par orgueil personnel, n'a pas retiré son texte. Uniquement pour ça"". #EnTouteFranchise avec @Acarrouer.",réformedesretraites gens voient bien gouvernement uniquement ego orgueil personnel retiré texte uniquement ça entoutefranchise,réformedesretraites gens voir bien gouvernement uniquement ego orgueil personnel retirer texte uniquement ça entoutefranchise
806,negatif,," @RoyalSegolene, sur la #RéformeDesRetraites : ""Pourquoi le gouvernement n'a-t-il pas accepté la proposition de @CfdtBerger ? C'est quand même extravagant ! [...] Entre-temps, combien de semaines de pagaille ? De souffrances ?"". #EnTouteFranchise avec @Acarrouer.",réformedesretraites pourquoi gouvernement accepté proposition quand extravagant entre temps combien semaines pagaille souffrances entoutefranchise,réformedesretraites pourquoi gouvernement accepter proposition quand extravagant entrer temps combien semaine pagaille souffrance entoutefranchise
807,positif,," @RoyalSegolene, sur les régimes spéciaux dans le cadre du projet de #RéformeDesRetraites : ""S'il y avait une formule magique, elle serait connue et aurait déjà été mise en place"". #EnTouteFranchise avec @Acarrouer.",régimes spéciaux cadre projet réformedesretraites formule magique connue déjà mise place entoutefranchise,régime spécial cadrer projet réformedesretraites formuler magique connu déjà miser placer entoutefranchise
808,negatif,,"#greve30decembre #reformedesretraites #RetraiteParPoints #GiletsJaunes #precarite #etudiant #urgences #HopitalPublic #enseignants #OperaDeParis Finis les #RegimesSpeciaux, il n'y aura que des régimes générationnels. Même ça, on n'en veut pas.",greve30decembre reformedesretraites retraiteparpoints giletsjaunes precarite etudiant urgences hopitalpublic enseignants operadeparis finis regimesspeciaux régimes générationnels ça veut,greve30decembre reformedesretraites retraiteparpoints giletsjaunes precarite etudiant urgence hopitalpublic enseignant operadeparis finir regimesspeciaux régime générationnels ça vouloir
809,negatif,," @RoyalSegolene, sur la #RéformeDesRetraites : ""Laurent Berger"" (@CfdtBerger) ""avait tout à fait raison : il n'y avait ni urgence, ni besoin de cette brutalité"". #EnTouteFranchise avec @Acarrouer.",réformedesretraites laurent berger tout fait raison ni urgence ni besoin cette brutalité entoutefranchise,réformedesretraites laurent berger tout faire raison ni urgence ni besoin ce brutalité entoutefranchise
810,negatif,,#greve30decembre #reformedesretraites #RetraiteParPoints #GiletsJaunes #precarite #etudiant #urgences #HopitalPublic #enseignants,greve30decembre reformedesretraites retraiteparpoints giletsjaunes precarite etudiant urgences hopitalpublic enseignants,greve30decembre reformedesretraites retraiteparpoints giletsjaunes precarite etudiant urgence hopitalpublic enseignant
811,negatif,," @RoyalSegolene, sur la #RéformeDesRetraites : ""Je suis dans le service public et au service du débat d'idées [...] J'appelle le gouvernement à trouver les voies de l'apaisement"". #EnTouteFranchise avec @Acarrouer.",réformedesretraites service public service débat idées appelle gouvernement trouver voies apaisement entoutefranchise,réformedesretraites service public service débattre idée appeler gouvernement trouver voir apaisement entoutefranchise
812,positif,,@ManonAubryFr malgré je ne suis pas d'accord avec vous. Bon courage. Je suis pour la #réformedesretraites,malgré accord bon courage réformedesretraites,malgré accord bon courage réformedesretraites
813,negatif,,"Chacun essaie de défendre ses acquis (moi la première en tant que fonctionnaire). Enseignants, avocats, hôpital ... ok et si l'on parlait des oubliés de cette #reformedesretraites comme ceux qui vivent avec 650€ en #retraite_invalidité. On fait quoi pour ceux-là @Elysee ?",chacun essaie défendre acquis première tant fonctionnaire enseignants avocats hôpital ok si parlait oubliés cette reformedesretraites comme ceux vivent 650 retraite_invalidité fait quoi ceux là,chacun essayer défendre acquérir premier tant fonctionnaire enseignant avocat hôpital ok si parler oublier ce reformedesretraites comme celui vivre 650 retraite_invalidité faire quoi celui là
814,negatif,,La tête de ce citoyen a t-elle était mis à pris par ceux d'en haut? Ça me rappelle #MartinLutherKing. La #france encore une #démocratie ? @Valeurs @franceinfo #reformedesretraites @Polony_tv,tête citoyen mis pris ceux haut ça rappelle martinlutherking france encore démocratie reformedesretraites,tête citoyen mettre prendre celui haut ça rappeler martinlutherking france encore démocratie reformedesretraites
815,negatif,,"Ah ah ah la propagande éculée... Djebbari parle d'un mouvement social ""d'extrême gauche"", Macron fait fuiter des vœux ""d'apaisement""... Sauf que les gilets jaunes ont été éborgnés et 60% des Français sont contre la #reformedesretraites. La violence, c'est cette réforme",ah ah ah propagande éculée djebbari parle mouvement social extrême gauche macron fait fuiter vœux apaisement sauf gilets jaunes éborgnés 60 français contre reformedesretraites violence cette réforme,ah ah ah propagande éculer djebbari parler mouvement social extrême gauche macron faire fuiter vœux apaisement sauf gilet jaune éborgner 60 français contrer reformedesretraites violence ce réformer
816,negatif,,#Reformedesretraites #grevereconductible #GreveGenerale,reformedesretraites grevereconductible grevegenerale,reformedesretraites grevereconductible grevegenerale
817,negatif,,Boycottons les vœux de #Macron. @BFMTV #reformedesretraites #GiletsJaunes @Valeurs @dnatweets,boycottons vœux macron reformedesretraites giletsjaunes,boycotter vœux macron reformedesretraites giletsjaunes
818,positif,,"Je crois que le pays est plus que fracturé, les débats TV sont houleux, vifs. Revenons à ce pq s'est tendu, le projet de #RéformedesRetraites, où il y a une différence d'idée, entre les 2 mecs de l'exécutif, syndicats, mais l'essentiel est de trouver la bonne pr ts les secteurs.",crois pays plus fracturé débats tv houleux vifs revenons pq tendu projet réformedesretraites où différence idée entre mecs exécutif syndicats essentiel trouver bonne pr ts secteurs,croire pays plaire fracturer débattre tv houleux vif revenir pq tendre projet réformedesretraites où différence idée entrer mec exécutif syndicat essentiel trouver bon pr ts secteur
819,negatif,,"Pendant que les danseuses courageuses continuent leur lutte avec la légèreté de ses pas, #macron aura enchaîné à sa jambe un nouveau boulet. Contre #reformedesretraites ",pendant danseuses courageuses continuent lutte légèreté macron enchaîné jambe nouveau boulet contre reformedesretraites,pendre danseur courageux continuer lutter légèreté macron enchaîner jambe nouveau boulet contrer reformedesretraites
820,negatif,,#Retraites #reformedesretraites #CGT #SUD #CFDT..... Leurs financements !,retraites reformedesretraites cgt sud cfdt leurs financements,retraiter reformedesretraites cgt sud cfdt leur financement
821,positif,,C'est tellement mieux chez nos http://voisin.es http://xn--europen-fya.es... Vraiment ? Ce fil à propos pour apporter une pierre contre la #reformedesretraites,tellement mieux chez vraiment fil propos apporter pierre contre reformedesretraites,tellement mieux chez vraiment fil propos apporter pierre contrer reformedesretraites
822,positif,,"Est ce le rôle d'un gouvernement et d'un Président de jouer le ""pourrissement""? c'est un objectif de court terme qui va avoir des conséquences sur le long terme Il est temps pour une #gauche #sociale #democrate de proposer une alternative crédible #Macron. #reformedesretraites",rôle gouvernement président jouer pourrissement objectif court terme va avoir conséquences long terme temps gauche sociale democrate proposer alternative crédible macron reformedesretraites,rôle gouvernement présider jouer pourrissement objectif courir terme aller avoir conséquence long terme temps gauche social democrate proposer alternatif crédible macron reformedesretraites
823,negatif,,"#LREM beurk . Macron n'a ni le sens de l'état ni celui du collectif, seul son sort l'intéresse! #LaSeuleSolutionLePartageDesRichesses #GiletsJaunes #GreveGenerale #Retraites #reformedesretraites #FiersDeLaGrève #FieresDeLaGreve #MacronDemission",lrem beurk macron ni sens état ni celui collectif seul sort intéresse laseulesolutionlepartagedesrichesses giletsjaunes grevegenerale retraites reformedesretraites fiersdelagrève fieresdelagreve macrondemission,lrem beurk macron ni sentir état ni celui collectif seul sortir intéresser laseulesolutionlepartagedesrichesses giletsjaunes grevegenerale retraiter reformedesretraites fiersdelagrève fieresdelagreve macrondemission
824,negatif,," @RoyalSegolene, à propos de la #RéformeDesRetraites : ""Le gouvernement, là, fonctionne par la peur"". #EnTouteFranchise avec @Acarrouer.",propos réformedesretraites gouvernement là fonctionne peur entoutefranchise,propos réformedesretraites gouvernement là fonctionner peur entoutefranchise
825,negatif,,"@LaurentBRUN20 D'abord, ils vous ignorent. Ensuite, ils vous ridiculisent. Puis, ils vous attaquent et veulent vous brûler. Et enfin ils construisent des monuments en votre honneur #FiersDeLaGreve #GreveGenerale #reformedesretraites #Retraitesparpoints #cheminot #Retraites #greve",abord ignorent ensuite ridiculisent puis attaquent veulent brûler enfin construisent monuments honneur fiersdelagreve grevegenerale reformedesretraites retraitesparpoints cheminot retraites greve,abord ignorer ensuite ridiculiser pouvoir attaquer vouloir brûler enfin construire monument honneur fiersdelagreve grevegenerale reformedesretraites retraitesparpoints cheminot retraiter greve
826,negatif,," @Acarrouer : ""Vous êtes devenue une opposante ?"". @RoyalSegolene : ""Sur la question de la #RéformeDesRetraites et des reculs environnementaux, oui"". #EnTouteFranchise.",devenue opposante question réformedesretraites reculs environnementaux oui entoutefranchise,devenir opposant question réformedesretraites recul environnemental oui entoutefranchise
827,negatif,,Quand pendant les vacances tu fait jouer le banc des remplaçants ! Cela prouve bien que #Macron et son #gouvernement n’ont absolument rien à faire de l’opinion publique #reformedesretraites,quand pendant vacances fait jouer banc remplaçants cela prouve bien macron gouvernement absolument rien faire opinion publique reformedesretraites,quand pendre vacance faire jouer banc remplaçant celer prouver bien macron gouvernement absolument rien faire opinion public reformedesretraites
828,negatif,,Grève coup d'éclat danseurs #OpéraParis #Théatre du #Capitole #OrchestreduCapitole #toulouse #danseurs #BalletduCapitole #Toulouse #Culture #TuganSokiev #Solidarité #ReformeDesRetraites #musiciens #ballerines #bailarins #CultureEnDanger,grève coup éclat danseurs opéraparis théatre capitole orchestreducapitole toulouse danseurs balletducapitole toulouse culture tugansokiev solidarité reformedesretraites musiciens ballerines bailarins cultureendanger,grever coup éclat danseur opéraparis théatre capitole orchestreducapitole toulouse danseur balletducapitole toulouse culture tugansokiev solidarité reformedesretraites musicien ballerine bailarins cultureendanger
829,negatif,,"#reformedesretraites Alors que le gouvernement a proposé aux danseurs de l’Opéra de Paris que la réforme ne s’applique qu’aux danseurs recrutés à partir de 2022, dans 1 communiqué @FacebookFR les intéressés opposent une fin de non recevoir https://www.facebook.com/julien.guillemard.1/posts/10158056300868729",reformedesretraites alors gouvernement proposé danseurs opéra paris réforme applique danseurs recrutés partir 2022 communiqué intéressés opposent fin non recevoir,reformedesretraites alors gouvernement proposer danseur opérer pari réformer appliquer danseur recruter partir 2022 communiquer intéresser opposer fin non recevoir
830,negatif,,"Impayable @RoyalSegolene qui, comme prévu, se victimise à mort. Sa haine de @EmmanuelMacron lui fait débiter infox sur infox en utilisant les mêmes arguments que la #CGT et les zinzins soumis. Elle ne veut pas entendre que la #majoritesilencieuse soutient la #reformedesretraites",impayable comme prévu victimise mort haine fait débiter infox infox utilisant mêmes arguments cgt zinzins soumis veut entendre majoritesilencieuse soutient reformedesretraites,impayable comme prévoir victimise mourir haine faire débiter infox infox utiliser même argument cgt zinzin soumettre vouloir entendre majoritesilencieuse soutenir reformedesretraites
831,negatif,,Finalement TOUT LE MONDE serait CONTENT si MACRON annonçait le RETRAIT DE LA REFORME LE 31 décembre . Retweetez pour faire passer le mot jusqu’au fort de brégançon. #reformedesretraites,finalement tout monde content si macron annonçait retrait reforme 31 décembre retweetez faire passer mot jusqu fort brégançon reformedesretraites,finalement tout monder conter si macron annoncer retraire reformer 31 décembre retweetez faire prendre mot jusqu fort brégançon reformedesretraites
832,positif,," @RoyalSegolene, sur la #RéformeDesRetraites : ""J'aimerais bien ne pas avoir à parler. C'est quoi, mon souhait le plus profond ? C'est que la France aille bien, que les gens soient heureux dans leur travail"". #EnTouteFranchise avec @Acarrouer.",réformedesretraites aimerais bien avoir parler quoi souhait plus profond france aille bien gens heureux travail entoutefranchise,réformedesretraites aimer bien avoir parler quoi souhait plaire profond france aller bien gens heureux travail entoutefranchise
833,negatif,,"Si la réforme les touchait directement, nul doute que leur jugement évoluerait. Et quand on connait le nombre de personnes partis en préretraite, avec des plans avantageux, le taux de conversion, ...on croit rêver ! #Retraites #reformedesretraites ",si réforme touchait directement nul doute jugement évoluerait quand connait nombre personnes partis préretraite plans avantageux taux conversion croit rêver retraites reformedesretraites,si réformer toucher directement nul douter jugement évoluer quand connait nombre personne partir préretraite plan avantageux taux conversion croire rêver retraiter reformedesretraites
834,negatif,," @RoyalSegolene, sur la #RéformeDesRetraites : ""C'est quelque chose qui prend les gens à la gorge, qui créé de la peur, des angoisses [...] C'est ça, qui m'a fait parler"". #EnTouteFranchise avec @Acarrouer.",réformedesretraites quelque chose prend gens gorge créé peur angoisses ça fait parler entoutefranchise,réformedesretraites quelque chose prendre gens gorger créer peur angoisser ça faire parler entoutefranchise
835,negatif,,"Si, aujourd'hui, on annonçait un #referendum sur la #reformedesretraites, il est vraisemblable que les Français ne souhaiteraient pas l'application d'un système par points, mais je suis persuadé qu'ils souhaiteraient quand même la fin des régimes spéciaux. #CNews",si aujourd hui annonçait referendum reformedesretraites vraisemblable français souhaiteraient application système points persuadé souhaiteraient quand fin régimes spéciaux cnews,si aujourd hui annoncer referendum reformedesretraites vraisemblable français souhaiter application système point persuader souhaiter quand fin régime spécial cnews
836,negatif,,"Après avoir pris + d'1 mois de vacances cet été, #Macron se prend à nouveau 2 semaines pleines pour se dorer la pilule dans le #Var. Tout ça alors que le pays connaît son 25 ème jour de grève après qu'il ait foutu le bordel avec sa #RéformeDesRetraites injuste. Un irresponsable! ",après avoir pris mois vacances cet macron prend nouveau semaines pleines dorer pilule var tout ça alors pays connaît 25 ème jour grève après foutu bordel réformedesretraites injuste irresponsable,après avoir prendre mois vacance ce macron prendre nouveau semaine plein dorer pilule var tout ça alors pays connaître 25 ème jour grever après foutre bordel réformedesretraites injuste irresponsable
837,negatif,,Plus de 500 #stationsservices en #pénurie de carburant. Plus qu'hier et moins que demain : Pour le retrait de la #reformedesretraites les travailleurs de la chimie sont en grève jusqu'au retrait de la #retraiteparpoints prenez vos précautions.,plus 500 stationsservices pénurie carburant plus hier moins demain retrait reformedesretraites travailleurs chimie grève jusqu retrait retraiteparpoints prenez précautions,plaire 500 stationsservices pénurie carburer plaire hier moins demain retraire reformedesretraites travailleur chimie grever jusqu retraire retraiteparpoints prendre précaution
838,positif,,"Au Moyen Age, l’art du dialogue social #greve30decembre #réformedesretraites ",moyen age art dialogue social greve30decembre réformedesretraites,moyen age art dialoguer social greve30decembre réformedesretraites
839,negatif,," @RoyalSegolene : ""J'étais candidate à l'élection présidentielle et il faudrait que je me taise ? [...] Par rapport à cette orientation très à droite du gouvernement, la #ReformeDesRetraites, c'est quelque chose qui surprend"". #EnTouteFranchise avec @Acarrouer.",candidate élection présidentielle faudrait taise rapport cette orientation très droite gouvernement reformedesretraites quelque chose surprend entoutefranchise,candidat élection présidentiel falloir taire rapport ce orientation très droit gouvernement reformedesretraites quelque chose surprendre entoutefranchise
840,positif,,#macron et 1 #discours d'#apaisement ? #Macron-#Trogneux @EPhilippePM #grèvistes #cheminot #reformedesretraites #ReformeRetraites #SNCF #UNSA #Cfdt #CGT #SudRail @cgtcheminots #LivretA #APL #Pauvreté #Précarité #Appauvrissement #ViolencePolicière,macron discours apaisement macron trogneux grèvistes cheminot reformedesretraites reformeretraites sncf unsa cfdt cgt sudrail livreta apl pauvreté précarité appauvrissement violencepolicière,macron discourir apaisement macron trogneux grèvistes cheminot reformedesretraites reformeretraites sncf unsa cfdt cgt sudrail livreta apl pauvreté précarité appauvrissement violencepolicière
